2020-04-07 20:24:50, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18901534, 	376.5940758, 	0.18815, 	261.63564845, 	0.459920%, 	0.400000%, 	0.059920%
2020-04-08 17:51:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	345.07782217, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:51:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:51:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:52:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:52:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:52:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:52:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.18302, 	752.635, 	1.606289%, 	0.400000%, 	1.206289%
2020-04-08 17:53:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.18302, 	752.635, 	1.606289%, 	0.400000%, 	1.206289%
2020-04-08 17:53:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:53:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:53:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:54:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:54:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	331.2000597, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:54:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:54:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:55:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:55:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:55:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:55:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:56:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:56:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:56:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:56:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	317.32229723, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:57:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:57:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:57:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:57:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:58:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:58:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:58:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:58:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:59:02, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:59:17, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:59:32, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	303.57373709, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 17:59:47, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:00:03, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:00:18, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:00:33, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:00:48, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:01:03, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:01:18, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.1836, 	3.1601, 	1.285310%, 	0.400000%, 	0.885310%
2020-04-08 18:01:33, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	289.72444988, 	0.18868, 	1100.543, 	-1.441684%, 	0.400000%, 	-1.841684%
2020-04-08 20:56:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	68.11724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:56:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	68.11724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:56:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	56.81724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:56:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	56.81724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:57:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	56.81724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:57:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	56.81724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:57:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	56.81724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:57:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:58:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:58:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:58:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:58:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:59:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:59:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:59:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	45.51724023, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 20:59:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:00:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:00:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:00:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:00:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:01:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:01:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	34.10738583, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:01:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:01:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:02:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:02:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:02:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:02:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	22.68560484, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:03:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:03:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:03:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:03:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:04:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:04:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:04:39, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:04:54, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:05:09, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18747191, 	11.25031564, 	0.1866, 	4.5, 	0.467262%, 	0.400000%, 	0.067262%
2020-04-08 21:05:24, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18595983, 	247.01104006, 	0.1866, 	4.5, 	-0.343071%, 	0.400000%, 	-0.743071%
2020-04-09 11:38:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:39:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:39:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:39:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:39:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:40:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:40:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:40:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:40:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:41:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:41:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:41:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:41:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:42:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:42:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:42:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:42:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:43:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:43:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:43:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:43:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:44:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:44:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:44:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:44:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:45:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:45:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:45:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:45:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:46:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:46:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:46:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:46:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:47:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:47:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:47:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:47:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:48:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:48:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:48:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:48:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:49:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:49:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:49:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:49:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:50:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:50:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:50:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:50:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:51:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:51:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:51:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:51:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:52:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:52:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:52:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:52:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:53:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:53:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:53:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:53:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:54:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:54:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:54:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:54:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:55:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:55:16, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:55:31, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:55:46, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
2020-04-09 11:56:01, 	Bittrex     , 	OKEX        , 	APM/USDT, 	0.18501671, 	87.96125938, 	0.18419, 	4.5, 	0.448835%, 	0.400000%, 	0.048835%
